게임 이름,원가,할인가,사이트 URL,할인율,유저 평점,유저 리뷰,플랫폼 이름,이미지,장르,연령 등급
TRANSFORMERS: BATTLEGROUNDS - Energon Autobot Skin Pack,"\4,400","\4,000",https://directg.net/game/game_page.html?product_code=50002401,9%,,,Steam,https://image.directg.net/upload/product/goods_1603113004_simg.jpg,전략,전체 이용가
TRANSFORMERS: BATTLEGROUNDS - Gold Autobot Skin Pack,"\4,400","\4,000",https://directg.net/game/game_page.html?product_code=50002402,9%,,,Steam,https://image.directg.net/upload/product/goods_1603113101_simg.jpg,전략,전체 이용가
TRANSFORMERS: BATTLEGROUNDS - Battle Autobot Skin Pack,"\4,400","\4,000",https://directg.net/game/game_page.html?product_code=50002403,9%,,,Steam,https://image.directg.net/upload/product/goods_1603157327_simg.jpg,전략,전체 이용가
TRANSFORMERS: BATTLEGROUNDS - Neon Autobot Skin Pack,"\4,400","\4,000",https://directg.net/game/game_page.html?product_code=50002404,9%,,,Steam,https://image.directg.net/upload/product/goods_1603157426_simg.jpg,전략,전체 이용가
Transformers: Battlegrounds Complete Edition,"\31,500","\28,600",https://directg.net/game/game_page.html?product_code=50002405,9%,,,Steam,https://image.directg.net/upload/product/goods_1603159345_simg.jpg,전략,전체 이용가
The Outer Worlds Expansion Pass,"\28,000","\26,600",https://directg.net/game/game_page.html?product_code=50005628,5%,,,Steam,https://image.directg.net/upload/product/goods_1753415411_simg.jpg,롤플레잉,19세 이용가
The Outer Worlds: Peril on Gorgon,"\17,000","\16,100",https://directg.net/game/game_page.html?product_code=50005631,5%,,,Steam,https://image.directg.net/upload/product/goods_1753415959_simg.jpg,롤플레잉,19세 이용가
Jetboard Joust,"\10,500","\9,900",https://directg.net/game/game_page.html?product_code=50004100,6%,,,Steam,https://image.directg.net/upload/product/goods_1680501624_simg.jpg,액션,12세 이용가
TRANSFORMERS: BATTLEGROUNDS - Cube Arcade Mode Add-On,"\3,300","\3,000",https://directg.net/game/game_page.html?product_code=50003219,9%,,,Steam,https://image.directg.net/upload/product/goods_1645064165_simg.jpg,전략,전체 이용가
TRANSFORMERS: BATTLEGROUNDS - Nemesis Prime & Goldfire Bumblebee Skin Pack,"\2,200","\2,000",https://directg.net/game/game_page.html?product_code=50003220,9%,,,Steam,https://image.directg.net/upload/product/goods_1645064690_simg.jpg,전략,전체 이용가
Disc Room,"\15,500","\14,800",https://directg.net/game/game_page.html?product_code=50003124,5%,,,Steam,https://image.directg.net/upload/product/goods_1639029177_simg.jpg,액션/어드벤쳐,15세 이용가
ScourgeBringer,"\17,500","\16,500",https://directg.net/game/game_page.html?product_code=50003057,6%,,,Steam,https://image.directg.net/upload/product/goods_1635816246_simg.jpg,액션/어드벤쳐,12세 이용가
ScourgeBringer - Supporter Pack,"\4,400","\3,900",https://directg.net/game/game_page.html?product_code=50003058,11%,,,Steam,https://image.directg.net/upload/product/goods_1635816721_simg.jpg,액션/어드벤쳐,12세 이용가
ScourgeBringer - Soundtrack,"\7,500","\6,900",https://directg.net/game/game_page.html?product_code=50003059,8%,,,Steam,https://image.directg.net/upload/product/goods_1635817046_simg.jpg,액션/어드벤쳐,12세 이용가
ScourgeBringer - Deluxe Edition,"\22,900","\19,800",https://directg.net/game/game_page.html?product_code=50003060,14%,,,Steam,https://image.directg.net/upload/product/goods_1635817737_simg.jpg,액션/어드벤쳐,12세 이용가
Two Point Hospital: Culture Shock,"\9,500","\8,800",https://directg.net/game/game_page.html?product_code=50002830,7%,,,Steam,https://image.directg.net/upload/product/goods_1626943945_simg.jpg,시뮬레이션,전체 이용가
Two Point Hospital: Fancy Dress,"\5,800","\5,000",https://directg.net/game/game_page.html?product_code=50002834,14%,,,Steam,https://image.directg.net/upload/product/goods_1626945749_simg.jpg,시뮬레이션,전체 이용가
Aquanox Deep Descent,"\31,400","\29,800",https://directg.net/game/game_page.html?product_code=50002388,5%,,,Steam,https://image.directg.net/upload/product/goods_1602642415_simg.jpg,액션,12세 이용가
Aquanox Deep Descent Collector's Edition,"\42,100","\39,800",https://directg.net/game/game_page.html?product_code=50002389,5%,,,Steam,https://image.directg.net/upload/product/goods_1602643660_simg.jpg,액션,12세 이용가
Hearts of Iron IV: Battle for the Bosporus,"\11,000","\9,900",https://directg.net/game/game_page.html?product_code=50002376,10%,,,Steam,https://image.directg.net/upload/product/goods_1602152289_simg.jpg,전략,12세 이용가
Partisans 1941 - Supporter Pack,"\7,900","\7,000",https://directg.net/game/game_page.html?product_code=50003384,11%,,,Steam,https://image.directg.net/upload/product/goods_1652773405_simg.jpg,전략,15세 이용가
Space Crew: Legendary Edition,"\16,500","\14,800",https://directg.net/game/game_page.html?product_code=50002377,10%,,,Steam,https://image.directg.net/upload/product/goods_1634878911_simg.jpg,시뮬레이션,전체 이용가
Partisans 1941,"\34,000","\29,800",https://directg.net/game/game_page.html?product_code=50003383,12%,,,Steam,https://image.directg.net/upload/product/goods_1652772829_simg.jpg,전략,15세 이용가
Onee Chanbara ORIGIN,"\69,800","\62,800",https://directg.net/game/game_page.html?product_code=50002378,10%,,,Steam,https://image.directg.net/upload/product/goods_1602471136_simg.jpg,액션,19세 이용가
Onee Chanbara ORIGIN Deluxe Edition,"\101,000","\90,000",https://directg.net/game/game_page.html?product_code=50002381,11%,,,Steam,https://image.directg.net/upload/product/goods_1602472255_simg.jpg,액션,19세 이용가
Neighbours back From Hell,"\15,000","\13,200",https://directg.net/game/game_page.html?product_code=50005314,12%,,,Steam,https://image.directg.net/upload/product/goods_1741915780_simg.jpg,어드벤쳐,15세 이용가
Adventures of Chris,"\15,500","\14,800",https://directg.net/game/game_page.html?product_code=50004105,5%,,,Steam,https://image.directg.net/upload/product/goods_1680672930_simg.jpg,액션,15세 이용가
The Survivalists,"\26,000","\25,000",https://directg.net/game/game_page.html?product_code=50003502,4%,,,Steam,https://image.directg.net/upload/product/goods_1657183735_simg.jpg,어드벤쳐,전체 이용가
The Survivalists - Deluxe Edition,"\34,000","\33,000",https://directg.net/game/game_page.html?product_code=50003503,3%,,,Steam,https://image.directg.net/upload/product/goods_1657184157_simg.jpg,어드벤쳐,전체 이용가
The Survivalists - Monkey Business Pack,"\3,300","\3,100",https://directg.net/game/game_page.html?product_code=50003504,6%,,,Steam,https://image.directg.net/upload/product/goods_1657184337_simg.jpg,어드벤쳐,전체 이용가
Train Station Renovation,"\20,500","\19,800",https://directg.net/game/game_page.html?product_code=50004226,3%,,,Steam,https://image.directg.net/upload/product/goods_1687329795_simg.jpg,시뮬레이션,전체 이용가
Mafia: Definitive Edition,"\45,000","\43,000",https://directg.net/game/game_page.html?product_code=50002270,4%,,,Steam,https://image.directg.net/upload/product/goods_1594179616_simg.jpg,액션,19세 이용가
GRIP: Combat Racing - Fade Garage Kit,"\1,100","\1,000",https://directg.net/game/game_page.html?product_code=50002815,9%,,,Steam,https://image.directg.net/upload/product/goods_1626326676_simg.jpg,레이싱/스포츠,12세 이용가
Trollhunters: Defenders of Arcadia,"\26,000","\24,200",https://directg.net/game/game_page.html?product_code=50002344,7%,,,Steam,https://image.directg.net/upload/product/goods_1599825226_simg.jpg,액션,전체 이용가
Tennis World Tour 2,"\46,000","\39,800",https://directg.net/game/game_page.html?product_code=50002353,13%,,,Steam,https://image.directg.net/upload/product/goods_1600167730_simg.jpg,레이싱/스포츠,전체 이용가
Tennis World Tour 2 Ace Edition,"\77,000","\59,800",https://directg.net/game/game_page.html?product_code=50002354,22%,,,Steam,https://image.directg.net/upload/product/goods_1600168966_simg.jpg,레이싱/스포츠,전체 이용가
Sid Meier's Civilization VI - Byzantium & Gaul Pack,"\11,000","\10,300",https://directg.net/game/game_page.html?product_code=50002361,6%,,,Steam,https://image.directg.net/upload/product/goods_1601283385_simg.jpg,전략,12세 이용가
Sid Meier's Civilization VI - Byzantium & Gaul Pack(Epic),"\11,000","\10,300",https://directg.net/game/game_page.html?product_code=50002362,6%,,,Epic Games,https://image.directg.net/upload/product/goods_1601283729_simg.jpg,전략,12세 이용가
Mafia: Definitive Edition,"\45,000","\43,000",https://directg.net/game/game_page.html?product_code=50002364,4%,,,Epic Games,https://image.directg.net/upload/product/goods_1601289473_simg.jpg,액션,19세 이용가
Tennis World Tour 2 Annual Pass,"\31,000","\29,800",https://directg.net/game/game_page.html?product_code=50002433,4%,,,Steam,https://image.directg.net/upload/product/goods_1605612085_simg.jpg,레이싱/스포츠,전체 이용가
DJMAX RESPECT V - TECHNIKA PACK,"\19,800","\18,000",https://directg.net/game/game_page.html?product_code=50002765,9%,,,Steam,https://image.directg.net/upload/product/goods_1623632312_simg.jpg,액션,15세 이용가
DJMAX RESPECT V - TECHNIKA 2 PACK,"\19,800","\18,000",https://directg.net/game/game_page.html?product_code=50002766,9%,,,Steam,https://image.directg.net/upload/product/goods_1623633634_simg.jpg,액션,15세 이용가
DJMAX RESPECT V - TECHNIKA 3 PACK,"\24,800","\22,500",https://directg.net/game/game_page.html?product_code=50002767,9%,,,Steam,https://image.directg.net/upload/product/goods_1623633986_simg.jpg,액션,15세 이용가
DJMAX RESPECT V - TECHNIKA Original Soundtrack(REMASTERED),"\9,800","\9,000",https://directg.net/game/game_page.html?product_code=50002768,8%,,,Steam,https://image.directg.net/upload/product/goods_1623634371_simg.jpg,액션,15세 이용가
DJMAX RESPECT V - TECHNIKA 2 Original Soundtrack(REMASTERED),"\9,800","\9,000",https://directg.net/game/game_page.html?product_code=50002769,8%,,,Steam,https://image.directg.net/upload/product/goods_1623635131_simg.jpg,액션,15세 이용가
DJMAX RESPECT V - TECHNIKA 3 Original Soundtrack(REMASTERED),"\9,800","\9,000",https://directg.net/game/game_page.html?product_code=50002770,8%,,,Steam,https://image.directg.net/upload/product/goods_1623635363_simg.jpg,액션,15세 이용가
RollerCoaster Tycoon 3: Complete Edition,"\20,500","\19,800",https://directg.net/game/game_page.html?product_code=50003041,3%,,,Steam,https://image.directg.net/upload/product/goods_1634262448_simg.jpg,전략/시뮬레이션,전체 이용가
Total Tank Simulator - Italy DLC,"\5,300","\4,400",https://directg.net/game/game_page.html?product_code=50002816,17%,,,Steam,https://image.directg.net/upload/product/goods_1626329487_simg.jpg,시뮬레이션,12세 이용가
Serious Sam 4,"\42,000","\39,800",https://directg.net/game/game_page.html?product_code=50003125,5%,,,Steam,https://image.directg.net/upload/product/goods_1639031111_simg.jpg,액션,19세 이용가
Serious Sam 4: Deluxe Edition,"\53,000","\51,000",https://directg.net/game/game_page.html?product_code=50003126,4%,,,Steam,https://image.directg.net/upload/product/goods_1639031933_simg.jpg,액션,19세 이용가
Unrailed!,"\24,000","\22,000",https://directg.net/game/game_page.html?product_code=50003386,8%,,,Steam,https://image.directg.net/upload/product/goods_1652774415_simg.jpg,액션,전체 이용가
Going Under,"\20,500","\19,800",https://directg.net/game/game_page.html?product_code=50003407,3%,,,Steam,https://image.directg.net/upload/product/goods_1653557290_simg.jpg,액션,15세 이용가
Going Under Deluxe Edition,"\26,100","\25,000",https://directg.net/game/game_page.html?product_code=50003414,4%,,,Steam,https://image.directg.net/upload/product/goods_1654158813_simg.jpg,액션,15세 이용가
Going Under Soundtrack,"\8,500","\8,200",https://directg.net/game/game_page.html?product_code=50003415,4%,,,Steam,https://image.directg.net/upload/product/goods_1654159223_simg.jpg,액션,15세 이용가
DJMAX RESPECT V - So Happy Gear Pack,"\9,800","\9,000",https://directg.net/game/game_page.html?product_code=50003206,8%,,,Steam,https://image.directg.net/upload/product/goods_1644559270_simg.jpg,액션,15세 이용가
art of rally,"\27,000","\23,800",https://directg.net/game/game_page.html?product_code=50003021,12%,,,Steam,https://image.directg.net/upload/product/goods_1632460152_simg.jpg,레이싱/스포츠,전체 이용가
Nevaeh,"\12,800","\12,800",https://directg.net/game/game_page.html?product_code=50002372,0%,,,Steam,https://image.directg.net/upload/product/goods_1601950800_simg.jpg,액션,12세 이용가
The Dungeon Of Naheulbeuk: The Amulet Of Chaos,"\36,000","\29,800",https://directg.net/game/game_page.html?product_code=50004478,17%,,,Steam,https://image.directg.net/upload/product/goods_1700189158_simg.jpg,롤플레잉,12세 이용가
"Northgard - Brundr & Kaelinn, Clan of the Lynx","\5,600","\5,000",https://directg.net/game/game_page.html?product_code=50002624,11%,,,Steam,https://image.directg.net/upload/product/goods_1617696769_simg.jpg,전략,12세 이용가
Borderlands 3: Psycho Krieg and the Fantastic Fustercluck,"\18,500","\17,900",https://directg.net/game/game_page.html?product_code=50002342,3%,,,Epic Games,https://image.directg.net/upload/product/goods_1599808936_simg.jpg,슈팅/액션/RPG,19세 이용가
Borderlands 3: Psycho Krieg and the Fantastic Fustercluck(Steam),"\18,500","\17,900",https://directg.net/game/game_page.html?product_code=50002343,3%,,,Steam,https://image.directg.net/upload/product/goods_1599809159_simg.jpg,슈팅/액션/RPG,19세 이용가
Disgaea 4 Complete+,"\44,000","\41,800",https://directg.net/game/game_page.html?product_code=50003681,5%,,,Steam,https://image.directg.net/upload/product/goods_1663740826_simg.jpg,전략,전체 이용가
Disgaea 4 Complete+ Digital Dood Edition,"\47,000","\44,000",https://directg.net/game/game_page.html?product_code=50003689,6%,,,Steam,https://image.directg.net/upload/product/goods_1663917224_simg.jpg,전략,전체 이용가
Necromunda: Underhive Wars,"\22,800","\22,800",https://directg.net/game/game_page.html?product_code=50002311,0%,,,Steam,https://image.directg.net/upload/product/goods_1597128704_simg.jpg,액션,15세 이용가
Kingdoms of Amalur: Re-Reckoning,"\41,900","\39,800",https://directg.net/game/game_page.html?product_code=50002334,5%,,,Steam,https://image.directg.net/upload/product/goods_1599015258_simg.jpg,액션,19세 이용가
Kingdoms of Amalur: Re-Reckoning FATE Edition,"\57,400","\55,000",https://directg.net/game/game_page.html?product_code=50002338,4%,,,Steam,https://image.directg.net/upload/product/goods_1599029625_simg.jpg,액션,19세 이용가
WRC 8 FIA World Rally Championship,"\31,000","\24,800",https://directg.net/game/game_page.html?product_code=50003328,20%,,,Steam,https://image.directg.net/upload/product/goods_1650005428_simg.jpg,레이싱/스포츠,전체 이용가
WRC 8 FIA World Rally Championship Deluxe Edition,"\47,500","\38,000",https://directg.net/game/game_page.html?product_code=50003329,20%,,,Steam,https://image.directg.net/upload/product/goods_1650006010_simg.jpg,레이싱/스포츠,전체 이용가
AVICII Invector - Magma Track Pack,"\6,500","\5,900",https://directg.net/game/game_page.html?product_code=50002340,9%,,,Steam,https://image.directg.net/upload/product/goods_1599630129_simg.jpg,레이싱/스포츠,12세 이용가
